# Residual orthogonality null. Residuals r_l(t)=c_l(t)-MeanEmbedding(t). Observed pairwise angles (rad) over n=210 timestamps with 3 valid layers, vs two nulls (200 reps each, seed 42): Null1 = Gaussian random 384-d vectors rescaled to each timestamp's observed residual norms; Null2 = layer labels permuted across timestamps (vectors kept, reassigned within layer). Question: is the observed distribution TIGHTER or DISPLACED vs the random-vector null, NOT whether angles are near pi/2 (pi/2=1.5708).
# CONCLUSION: observed angles deviate from the null in: DISPLACED vs Null1_gaussian_rescaled (mean +0.524 rad); DISPLACED vs Null2_layer_label_perm (mean +0.521 rad) (KS p<0.05 for all-pairs vs both nulls: True).
# MECHANISM: MeanEmbedding(t) is EXACTLY the equal-weight mean of the three layer centroids (||MeanEmbedding - (c_S+c_M+c_R)/3|| = 0 to machine precision), so r_S+r_M+r_R = 0 by construction. Three equal-norm vectors summing to zero have pairwise angle arccos(-1/2)=120deg=2.094 rad; observed all-pairs mean is 2.094 rad. The near-orthogonality framing is therefore an algebraic artifact of the residual definition, not a geometric finding, and the angles are DISPLACED (to ~120deg), not tight, relative to the high-dimensional ~90deg null.
null,pair,n_obs,n_null,obs_mean,obs_std,null_mean,null_std,mean_diff_obs_minus_null,std_ratio_obs_over_null,ks_stat,ks_p
Null1_gaussian_rescaled,SM,210,42000,2.071304788195025,0.17975820227479708,1.5712296064157625,0.05120891930445252,0.5000751817792624,3.510290877377829,0.9714285714285714,4e-323
Null1_gaussian_rescaled,MR,210,42000,2.1449743107529886,0.1353063097478809,1.570536707350816,0.050982999640974115,0.5744376034021725,2.6539495655555285,0.9951904761904762,0.0
Null1_gaussian_rescaled,SR,210,42000,2.066906208195466,0.1919835347876558,1.5707598157063323,0.051060076245041476,0.49614639248913384,3.7599539386958836,0.9521666666666666,2.3159843908460737e-276
Null1_gaussian_rescaled,ALL,630,126000,2.09439510238116,0.1744759244179618,1.5708420431576373,0.051084900741995745,0.5235530592235227,3.415410852986724,0.9728650793650794,0.0
Null2_layer_label_perm,SM,210,42000,2.071304788195025,0.17975820227479708,1.5708680505512949,0.12686228633686908,0.50043673764373,1.416955404677704,0.9268095238095237,9.395784805385858e-238
Null2_layer_label_perm,MR,210,42000,2.1449743107529886,0.1353063097478809,1.575613084623671,0.12493186600478252,0.5693612261293177,1.0830408131637228,0.972452380952381,0.0
Null2_layer_label_perm,SR,210,42000,2.066906208195466,0.1919835347876558,1.5737796897895953,0.12221844695337124,0.49312651840587085,1.5708228959978632,0.9145714285714286,1.0282691355769839e-223
Null2_layer_label_perm,ALL,630,126000,2.09439510238116,0.1744759244179618,1.573420274988187,0.12470072314201165,0.5209748273929731,1.399157278496815,0.9333253968253968,0.0
