metric,n_all,mean_all,median_all,std_all,n_excl_regime,mean_excl,median_excl,std_excl,mean_diff_excl_minus_all,pct_of_std,n_regime_rows
H_t_numeric,214,10.922586448598132,10.9551,0.2835115182573431,208,10.965571153846154,10.9563,0.07780681905190781,0.04298470524802234,15.161537531961988,6
phi_t,214,0.10568950467289719,0.106132,0.009071228820069138,208,0.10584044230769231,0.10618649999999999,0.008873112483277915,0.000150937634795123,1.6639160778437139,6
D_t,212,0.018716221698113204,0.013715000000000001,0.02067090068399639,206,0.016331893203883497,0.0136205,0.013240210189142477,-0.0023843284942297073,11.534710222257887,6
post_rate_est,229,617.3550218340611,548.3,301.02765491728417,224,627.047767857143,550.0,296.0267362358443,9.692746023081895,3.2198855702295024,6
