scope,n_steps,js_obs_mean,js_obs_std,cos_obs_mean,cos_obs_std,js_shuf_mean,js_shuf_std,cos_shuf_mean,cos_shuf_std,js_obs_shuf_ratio,cos_obs_shuf_ratio,n_shuffles,interpretation
overall,214,0.2512734405706539,0.06067560845497103,0.00815224721784983,0.009620665672115185,0.3184482419036411,0.0017340942779102417,0.01611163193967038,0.00030652603246667545,0.7890558260537875,0.5059851943226933,200,"observed < shuffled baseline: lexical autocorrelation (temporal memory); comparable: near-IID lexical churn. Lexical stability check, NOT content interpretation."
2026-04,103,0.24363435664165192,0.03719221593710706,0.0076477622360515505,0.005192311042327213,0.3184482419036411,0.0017340942779102417,0.01611163193967038,0.00030652603246667545,0.765067362863234,0.47467334561069996,200,"observed < shuffled baseline: lexical autocorrelation (temporal memory); comparable: near-IID lexical churn. Lexical stability check, NOT content interpretation."
2026-05,110,0.2587205672957515,0.07581155922401889,0.008657506188875029,0.012418087233295733,0.3184482419036411,0.0017340942779102417,0.01611163193967038,0.00030652603246667545,0.812441499909544,0.5373450821923473,200,"observed < shuffled baseline: lexical autocorrelation (temporal memory); comparable: near-IID lexical churn. Lexical stability check, NOT content interpretation."
