pair,mean,std,min,max
cos_dist_surface_mid,0.0412719342308737,0.026330786645960804,0.01911949871818397,0.303809016808796
cos_dist_mid_residue,0.044730659150300396,0.028011733156038575,0.024426588694530627,0.3455874523229061
cos_dist_surface_residue,0.04086661343779617,0.023184171931549438,0.01987241513489235,0.2696346648579676
