mean_within_layer_spread,mean_between_layer_centroid_l2,between_within_ratio,layer_centroids_surface_mid_l2,layer_centroids_mid_residue_l2,layer_centroids_surface_residue_l2,within_spread_surface,within_spread_mid,within_spread_residue
0.08725529180272984,0.007527163949483072,0.08626598793000174,0.006287125059073978,0.008508259384436865,0.007786107404938374,0.08657312524844815,0.08704417786196207,0.08814857229777927
