row_count,date_range_start,date_range_end,duplicate_timestamps,median_gap_hours,max_gap_hours,large_gap_count_3x_median,days_with_zero_runs,days_in_range,runs_per_day_mean,runs_per_day_min,runs_per_day_max,nan_count_post_rate_est,malformed_neg_post_rate_est,nan_count_H_t,malformed_neg_H_t,nan_count_phi_t,malformed_neg_phi_t,nan_count_D_t,malformed_neg_D_t,nan_count_n_total,malformed_neg_n_total,nan_count_centroid_dist_surface_mid,malformed_neg_centroid_dist_surface_mid,nan_count_centroid_dist_mid_residue,malformed_neg_centroid_dist_mid_residue,nan_count_centroid_dist_surface_residue,malformed_neg_centroid_dist_surface_residue
231,2026-04-01 02:38:50,2026-05-31 19:18:15,0,5.745555555555556,23.641944444444444,1,0,61,3.7868852459016393,1.0,6.0,2,0,17,0,17,0,19,0,17,0,22,0,22,0,21,0
