grand_mean_norm,resid_norm_mean,resid_norm_std,resid_norm_min,resid_norm_max,resid_drift_slope,resid_drift_r,resid_drift_p,pc1_var,pc2_var,pc3_var
0.3191144627010268,0.06967879551152359,0.026850127354420113,0.04402529846717556,0.21172158210540196,-1.6878583619394293e-09,-0.09069237246835742,0.1852405625191743,0.3409180318185872,0.09992858530917857,0.05687607022417845
