step_i,ts_from,ts_to,month_from,month_to,is_boundary,global_drift,adjacency,residual_drift_surface,raw_drift_surface,ratio_resid_raw_surface,residual_drift_mid,raw_drift_mid,ratio_resid_raw_mid,residual_drift_residue,raw_drift_residue,ratio_resid_raw_residue
68,2026-04-21 19:13:02.558743+00:00,2026-04-22 02:34:20.364702+00:00,2026-04,2026-04,False,0.06997065062748242,original,0.07256429967537213,0.11657413999082372,0.622473386302349,0.08666000951256186,0.10696677608184571,0.8101581882420565,0.07602979200093116,0.0906218954484496,0.8389781699521041
69,2026-04-22 02:34:20.364702+00:00,2026-04-22 07:48:38.161925+00:00,2026-04,2026-04,False,0.05656872107766919,original,0.08128146763012382,0.10072499849908083,0.8069641979777797,0.0699148509984099,0.08633995882218462,0.8097623852519794,0.0889758007637939,0.10682416148998207,0.8329183166313738
70,2026-04-22 07:48:38.161925+00:00,2026-04-22 13:28:32.015887+00:00,2026-04,2026-04,False,0.05624092123230243,original,0.07265890045182039,0.09488814812634251,0.7657320949617002,0.06688721716244876,0.08784402121832842,0.7614316402502408,0.0647972979839761,0.08197984711117944,0.7904052064905573
71,2026-04-22 13:28:32.015887+00:00,2026-04-22 19:14:43.847398+00:00,2026-04,2026-04,False,0.05014651521558604,original,0.07470392139759666,0.09292166465244409,0.8039451475284322,0.07996325290219056,0.09783773466251998,0.8173048280197268,0.07465158679699403,0.08297601038406868,0.8996767433316735
72,2026-04-22 19:14:43.847398+00:00,2026-04-23 02:39:20.990509+00:00,2026-04,2026-04,False,0.057347743371899976,original,0.07672579415777367,0.08305687597914006,0.9237741397478463,0.09328566693136559,0.12753432421880773,0.731455374878668,0.0768871726899165,0.08487366752167161,0.9059013818424209
73,2026-04-23 02:39:20.990509+00:00,2026-04-23 07:54:04.455288+00:00,2026-04,2026-04,False,0.049507164338217655,original,0.06554997554545176,0.07894847448022313,0.830288057837929,0.06594441561468183,0.08100427560473632,0.8140856161279721,0.07151011295117639,0.09120024480585749,0.7841000109528602
74,2026-04-23 07:54:04.455288+00:00,2026-04-23 13:30:18.110168+00:00,2026-04,2026-04,False,0.05474123138233739,original,0.07356863959594949,0.08777213738381638,0.8381776015575785,0.07901068585672835,0.10332424723383574,0.7646867794537835,0.07124262655217076,0.08567676171639133,0.8315280027506095
75,2026-04-23 13:30:18.110168+00:00,2026-04-23 19:09:05.929501+00:00,2026-04,2026-04,False,0.0587154331852806,original,0.06670928103805535,0.09540981671524938,0.6991867643677506,0.06946748609546105,0.10412644496626654,0.667145470278623,0.07288112797073953,0.0706022536937628,1.0322776421112752
76,2026-04-23 19:09:05.929501+00:00,2026-04-24 02:38:19.592766+00:00,2026-04,2026-04,False,0.04890163512145101,original,0.07009394938309332,0.0859793820086783,0.8152413723562053,0.06708855480594687,0.08705515191854696,0.7706442792577997,0.07296513854713342,0.08331267276162872,0.8757987966116355
77,2026-04-24 02:38:19.592766+00:00,2026-04-24 08:05:20.105844+00:00,2026-04,2026-04,False,0.04841531924194276,original,0.07119073411028105,0.07712729853874874,0.9230290112458023,0.07396824581606568,0.09052327116890314,0.817118569191471,0.0726196092838563,0.09328491808013746,0.7784710624012299
78,2026-04-24 08:05:20.105844+00:00,2026-04-24 13:24:51.235790+00:00,2026-04,2026-04,False,0.04739855654698377,original,0.08020633660341898,0.09674907945024774,0.8290139509251279,0.07920355090846386,0.08934442802128993,0.8864968153312303,0.08646881814864285,0.09787835686877286,0.8834314440379607
79,2026-04-24 13:24:51.235790+00:00,2026-04-24 18:55:45.614579+00:00,2026-04,2026-04,False,0.05270569375632685,original,0.07848078825343642,0.08842957182268228,0.8874948349948474,0.07390373874562126,0.09172131785152879,0.8057422252180325,0.07130804304385466,0.09384516143948231,0.7598478381843788
80,2026-04-24 18:55:45.614579+00:00,2026-04-25 02:29:58.360913+00:00,2026-04,2026-04,False,0.0652358319155883,original,0.06763222223026011,0.09168913135355683,0.7376252913714239,0.07690127913405748,0.09708811352488925,0.7920771796059594,0.07055947784257097,0.10198388642371688,0.6918688855356467
81,2026-04-25 02:29:58.360913+00:00,2026-04-25 07:17:27.321259+00:00,2026-04,2026-04,False,0.060886726690825045,original,0.06905837821174547,0.09915309409198812,0.6964823321365783,0.09042751420736474,0.09971302916265634,0.9068776163630065,0.07405984088582065,0.09888688136419638,0.7489349432819229
82,2026-04-25 07:17:27.321259+00:00,2026-04-25 13:04:58.923531+00:00,2026-04,2026-04,False,0.05398964720419208,original,0.06888544703566368,0.09100715282653876,0.756923438391272,0.0626693581459556,0.08987991665173448,0.6972565227089162,0.075081003634157,0.08181539254327716,0.9176879961120038
83,2026-04-25 13:04:58.923531+00:00,2026-04-25 18:54:27.783734+00:00,2026-04,2026-04,False,0.057958292834724104,original,0.06585883582671995,0.08812237690564496,0.7473565527770183,0.08246941922453044,0.0966620670051856,0.8531725192686622,0.08309550187626,0.10493730518595204,0.7918585457193921
